Date,Positive sentiment (Total),Negative sentiment (Total),Weighted sentiment (Total),Social Dominance,Active Addresses 24h,MVRV Ratio (1d),NVT Ratio (with Transaction Volume),Supply on Exchanges,Whale Transaction Count (>100k USD),Percent of Stablecoin Total Supply held by Whales with more than 5 million USD,Development Activity,Transaction Volume,Network Growth
2020-04-21T00:00:00.000Z,1420.247473835945,841.595505058765,0,32.24867221235,748475,0.00916014762899997,36.988562563639,3165232.2346519963,38177,24.924651843651,394,3704133.595864277,2932267
2020-04-22T00:00:00.000Z,1529.304232358932,798.717420339584,0,30.688365343985,748475,0.00916014762899997,36.988562563639,3165232.2346519963,38177,24.924651843651,394,3704133.595864277,2932267
2020-04-23T00:00:00.000Z,1990.849723935127,1134.302647054195,0,31.537787967563,910176,0.04485420824599995,32.881203510669,3155265.254644357,44390,25.379035981051,606,4462067.808020567,3108201
2020-04-24T00:00:00.000Z,1360.272839963436,882.786943018436,0,29.351086308631,910176,0.04485420824599995,32.881203510669,3155265.254644357,44390,25.379035981051,606,4462067.808020567,3108201
2020-04-25T00:00:00.000Z,1177.994030833244,761.43457442522,0,28.574575086232,910176,0.04485420824599995,32.881203510669,3155265.254644357,44390,25.379035981051,606,4462067.808020567,3108201
2020-04-26T00:00:00.000Z,1219.614315211773,761.53735935688,0,26.57982978123,910176,0.04485420824599995,32.881203510669,3155265.254644357,44390,25.379035981051,606,4462067.808020567,3108201
2020-04-27T00:00:00.000Z,1668.394186973572,838.427467644215,0,30.071700318469,910176,0.04485420824599995,32.881203510669,3155265.254644357,44390,25.379035981051,606,4462067.808020567,3108201
2020-04-28T00:00:00.000Z,1489.707325458527,868.188857495785,0,29.366013426513,910176,0.04485420824599995,32.881203510669,3155265.254644357,44390,25.379035981051,606,4462067.808020567,3108201
2020-04-29T00:00:00.000Z,2789.672683179379,1955.448366582394,0,37.974483429552,910176,0.04485420824599995,32.881203510669,3155265.254644357,44390,25.379035981051,606,4462067.808020567,3108201
2020-04-30T00:00:00.000Z,2549.382450222969,2103.111244738102,0,37.658866338639,974467,0.0035754788630000256,33.363839276755,3162620.164051057,49650,24.28644865724,520,4194687.359452219,3225842
2020-05-01T00:00:00.000Z,1646.379748284817,1146.287456274033,0,31.790398199548,974467,0.0035754788630000256,33.363839276755,3162620.164051057,49650,24.28644865724,520,4194687.359452219,3225842
2020-05-02T00:00:00.000Z,1490.58147829771,838.785316228867,0,30.480621961088,974467,0.0035754788630000256,33.363839276755,3162620.164051057,49650,24.28644865724,520,4194687.359452219,3225842
2020-05-03T00:00:00.000Z,1617.946497559547,1267.490653216839,0,32.223932830061,974467,0.0035754788630000256,33.363839276755,3162620.164051057,49650,24.28644865724,520,4194687.359452219,3225842
2020-05-04T00:00:00.000Z,1443.363706350327,1213.513068437576,0,33.089240373122,974467,0.0035754788630000256,33.363839276755,3162620.164051057,49650,24.28644865724,520,4194687.359452219,3225842
2020-05-05T00:00:00.000Z,1557.349390149117,1112.027051985264,0,32.105815774587,974467,0.0035754788630000256,33.363839276755,3162620.164051057,49650,24.28644865724,520,4194687.359452219,3225842
2020-05-06T00:00:00.000Z,1691.864915370941,1502.844676315784,0,35.667832205486,974467,0.0035754788630000256,33.363839276755,3162620.164051057,49650,24.28644865724,520,4194687.359452219,3225842
2020-05-07T00:00:00.000Z,3002.489436805248,2055.447230398655,0,39.689836811643,854766,0.027020598568000098,25.666518768525,3149980.505348012,55423,25.551769244285,449,5170204.924239914,3256540
2020-05-08T00:00:00.000Z,2207.470577895641,1627.736694157124,0,36.644026439151,854766,0.027020598568000098,25.666518768525,3149980.505348012,55423,25.551769244285,449,5170204.924239914,3256540
2020-05-09T00:00:00.000Z,1695.928190886974,1239.251779973507,0,33.225989345373,854766,0.027020598568000098,25.666518768525,3149980.505348012,55423,25.551769244285,449,5170204.924239914,3256540
2020-05-10T00:00:00.000Z,2484.612924695015,2680.49460875988,0,39.081544157723,854766,0.027020598568000098,25.666518768525,3149980.505348012,55423,25.551769244285,449,5170204.924239914,3256540
2020-05-11T00:00:00.000Z,3531.950039386749,2081.718444824219,0,40.733432122094,854766,0.027020598568000098,25.666518768525,3149980.505348012,55423,25.551769244285,449,5170204.924239914,3256540
2020-05-12T00:00:00.000Z,1951.196508944035,1256.32516849041,0,34.717001246218,854766,0.027020598568000098,25.666518768525,3149980.505348012,55423,25.551769244285,449,5170204.924239914,3256540
2020-05-13T00:00:00.000Z,1742.61565887928,1242.184294104576,0,34.905492568726,854766,0.027020598568000098,25.666518768525,3149980.505348012,55423,25.551769244285,449,5170204.924239914,3256540
2020-05-14T00:00:00.000Z,1930.74523550272,1675.526993751526,0,35.396522036636,876746,-0.009679249344999974,37.419533705563,3125401.5497446256,45283,30.764636253547,496,3695468.3202015655,2970329
2020-05-15T00:00:00.000Z,1869.867068827152,1720.170950889587,0,42.368340484609,876746,-0.009679249344999974,37.419533705563,3125401.5497446256,45283,30.764636253547,496,3695468.3202015655,2970329
2020-05-16T00:00:00.000Z,1866.157696783543,1139.711461186409,0,35.381649005745,876746,-0.009679249344999974,37.419533705563,3125401.5497446256,45283,30.764636253547,496,3695468.3202015655,2970329
2020-05-17T00:00:00.000Z,1598.506356239319,1143.808527946472,0,33.91799780318,876746,-0.009679249344999974,37.419533705563,3125401.5497446256,45283,30.764636253547,496,3695468.3202015655,2970329
2020-05-18T00:00:00.000Z,1827.075087785721,1442.928530991077,0,33.702236654728,876746,-0.009679249344999974,37.419533705563,3125401.5497446256,45283,30.764636253547,496,3695468.3202015655,2970329
2020-05-19T00:00:00.000Z,1439.990131616592,1106.920158565044,0,29.414469420066,876746,-0.009679249344999974,37.419533705563,3125401.5497446256,45283,30.764636253547,496,3695468.3202015655,2970329
2020-05-20T00:00:00.000Z,1829.547130286694,1726.782497763634,0,32.560498318015,876746,-0.009679249344999974,37.419533705563,3125401.5497446256,45283,30.764636253547,496,3695468.3202015655,2970329
2020-05-21T00:00:00.000Z,1757.702116549015,1642.132063508034,0,40.692042028052,906224,0.008387562447000008,35.51849948134,3122093.7457383587,44107,31.335771743595,419,3924457.603649076,2889871
2020-05-22T00:00:00.000Z,1648.185353040695,1090.588407158852,0,37.583653693323,906224,0.008387562447000008,35.51849948134,3122093.7457383587,44107,31.335771743595,419,3924457.603649076,2889871
